Monolayer,Atom_EA_Min,Atom_HardnessRB_StDiv,Atom_IP8_Min,Atom_Inv_Diff_IP2_IP4_StDiv,Atom_Inv_Diff_IP5_IP6_StDiv,Atom_Inv_Diff_IP7_IP8_StDiv,Atom_Inv_Mult_EA_ThermalExpansion_Range,Atom_Inv_Mult_ENGhosh2010_Group_Max,Atom_Inv_Mult_IP8_HeatCap_Median,Atom_Inv_Mult_IP8_LatticeConstant_StDiv,Atom_Inv_Mult_PoissonRatio_Ntotal_StDiv,Atom_Inv_Mult_SpeedSound_TDebye0_Min,Atom_Inv_Mult_SpeedSound_Zeff_Min,Atom_Inv_Mult_ThermalExpansion_Group_Min,Atom_Inv_Mult_ThermalExpansion_MolarVol_Median,Atom_Inv_Mult_dHAtom_Density_StDiv,Atom_Inv_Mult_dHFus_PoissonRatio_Min,Atom_Inv_SQR_RadiiBatsanov_Min,Atom_Log_Mult_IP1_MolarVol_Min,Atom_Log_Mult_IP1_MolarVol_Range,Atom_Log_Mult_IP8_LatticeConstant_Min,Atom_Log_Mult_PoissonRatio_Nvalence_Range,Atom_Log_Mult_dHFus_ThermalExpansion_Min,Atom_Log_Mult_dHVap_ThermalExpansion_Max,Atom_Log_Mult_dHVap_ThermalExpansion_Min,Atom_Log_Ratio_Density_BulkModule_Min,Atom_Log_Ratio_Density_Mass_StDiv,Atom_Log_Ratio_ENGhosh2010_Group_Min,Atom_Log_Ratio_IP1_IP8_Median,Atom_Log_Ratio_IP1_IP8_Min,Atom_Log_Ratio_IP4_EA_StDiv,Atom_Log_Ratio_IP5_IP6_Min,Atom_Log_Ratio_PoissonRatio_Ntotal_Range,Atom_Log_Ratio_RadiiCordero08_MolarVol_Max,Atom_Log_Ratio_SpeedSound_BulkModule_Min,Atom_Log_Ratio_dHFus_TDebye0_StDiv,Atom_MolarVol_Min,Atom_Mult_EA_DipolePolaris_StDiv,Atom_Mult_EA_YoungsModule_Median,Atom_Mult_EA_dHFus_StDiv,Atom_Mult_IP1_Period_StDiv,Atom_Mult_IP7_EA_Min,Atom_Mult_LatticeConstant_RadiiBatsanov_Min,Atom_Mult_ThermalCond_MolarVol_Mean,Atom_Mult_ThermalCond_MolarVol_Median,Atom_Mult_ThermalCond_YoungsModule_Min,Atom_Mult_ThermalExpansion_BulkModule_StDiv,Atom_Mult_ThermalExpansion_TDebye0_StDiv,Atom_Ratio_BulkModule_Nvalence_Max,Atom_Ratio_EA_ThermalExpansion_Max,Atom_Ratio_EA_ThermalExpansion_Median,Atom_Ratio_EA_ThermalExpansion_Min,Atom_Ratio_ENARrev_YoungsModule_StDiv,Atom_Ratio_IP1_TDebye0_Min,Atom_Ratio_IP7_MolarVol_StDiv,Atom_Ratio_dHFus_dHAtom_StDiv,Atom_Ratio_dHVap_YoungsModule_StDiv,CN_Se_Mean,CrystSyst_hexagonal,CrystSyst_trigonal,EState_DistTopo_Cd_ENGhosh2010,EState_DistTopo_Cd_IP3,EState_DistTopo_Si_ENARrev,EState_Dist_Cd_EA,EState_Dist_Cd_ENARrev,EState_Dist_Hf_EA,EState_Dist_Mo_ENARrev,EState_Dist_Ni_ENARrev,EState_Dist_Pd_EA,EState_Dist_Pd_ENARrev,EState_Dist_Ti_ENARrev,EState_Topo_Cd_ENARrev,EState_Topo_Cd_ENGhosh2010,EState_Topo_Cd_Zeff,EState_Topo_Cd_dHAtom,EState_Topo_In_IP3,EState_Topo_Mo_ENGhosh2010,EState_Topo_Mo_Zeff,EState_Topo_Pd_IP1,EState_Topo_Ti_Zeff,Moment_ENGhosh2010_2,Moment_Mass_1,Moment_N_d_2,Moment_N_f_2,Moment_N_f_3,Moment_PoissonRatio_3,Moment_TCritical_1,Moment_TCritical_2,Moment_TCurie_3,Moment_ThermalExpansion_1,Moment_ThermalExpansion_2,Moment_YoungsModule_2,Ratio_ac,Ratio_bc,SG164,c,
V2H3O5,0.0267,0.01176,0.18194,0.05265,0.11292,0.19641,0,0.26269,0.21552,0.05664,0,0.29845,0.02444,0.11054,0.21354,0.0189,0.15146,0.28792,0.63964,0.22836,0.72045,0,0.78173,0.79825,0.79825,-0.74716,0.04806,-0.34205,-1,-1,0.02947,-0.38983,0,-0.39222,0.5178,0.22948,0.10805,0.08061,0.08151,0.03151,0.09641,0.05541,0.18939,0.00991,0.00024,0.04962,0,0,0.17778,0.11717,0.11717,0.11717,0,0.05849,0.22441,0.1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.79477,-5.8075,-3.77678,0,0,-22.17058,-6.11288,-3.77678,0,-6.11288,-3.77678,-3.77678,0.12527,0.25961,0,24.11948,
Ho2Br2O2-T1,0.01716,0.13822,0.13523,0.0928,0.03836,0.28033,0,0.37705,0.26168,0.14896,0,0.23481,0.12236,0.04974,0.36073,0.05335,0.12682,0.22288,0.75055,0.11745,0.70589,0,0.78086,0.76386,0.76386,-0.34774,0.05729,-0.51993,-0.73688,-1,0.11327,-0.22898,0,-0.5277,0.6537,0,0.22546,0.13773,0.02652,0.05468,0.12699,0.02646,0.38298,0.01925,0.00045,0.01309,0,0,0.07444,0.05647,0.05647,0.05647,0,0.10963,0.35406,0.15425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1034,0.954,3.1034,3.1034,13.12612,13.12612,0,0,13.12612,0.954,3.1034,3.1034,0.14536,0.15762,0,26.25225,
Te4Mo2,0.03793,0,0.14991,0.09447,0.14765,0.01402,0,0.40597,0.28899,0.05676,0,0.19864,0.02158,0.23214,0.4213,0.03601,0.08037,0.27438,0.66663,0.16186,0.7035,0,0.76643,0.7698,0.7698,-0.71249,0.08449,-0.55631,-0.66476,-0.7233,0.06222,-0.13508,0,-0.41848,0.48784,0.02642,0.12182,0.02144,0.1026,0.02422,0.07007,0.06562,0.30372,0.09075,0.01171,0.00163,0,0,0.21296,0.29131,0.29131,0.29131,0.06095,0.058,0.07008,0.09881,0.00705,0,0,0,0,0,0,0,0,0,-1.12949,0,0,0,0,0,0,0,0,0,-1.56757,-3.55,0,0,-1.74487,-2.17278,-1.74487,0,0,-12.05069,-2.17278,-1.74487,0,-2.17278,-1.74487,-1.74487,0.14454,0.26341,0,24.14339,
Ta12Br28,0.0164,0.07194,0.14572,0.1066,0.07829,0.21359,0,0.37705,0.50347,0.06499,0,0.24679,0.13806,0.14739,0.37129,0.0142,0.08815,0.25,0.69967,0.16648,0.70546,0,0.80688,0.81709,0.81709,-0.56878,0.09048,-0.51993,-0.67122,-0.70045,0.11763,-0.38533,0,-0.42931,0.43793,0,0.14091,0.09856,0.07274,0.02446,0.01391,0.02687,0.33434,0.03572,0.00045,0.13386,0,0,0.22222,0.09593,0.09593,0.09593,0,0.10617,0.05358,0.01615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.15445,7.8231,13.15445,13.15445,5.89287,5.89287,8.16119,13.15445,0,8.16119,13.15445,13.15445,0.44798,0.53178,0,26.30889,
Ca2La2I10-T1,0.00125,0.02959,0.11008,0.17923,0.12914,0.21087,0.97166,0.39914,0.29031,0.08554,0.02409,0.20501,0.02526,0.01666,0.32611,0.07415,0.3388,0.1936,0.76663,0.12177,0.68754,0.11048,0.64231,0.82364,0.78689,-0.54802,0.0106,-0.54796,-0.64186,-0.76505,0.23853,-0.21224,0.11316,-0.55149,0.69331,0.0447,0.29078,0.19424,0.01071,0.06802,0.16743,0.00218,0.43044,0.15237,0.0022,0.00601,0.00309,0,0.05167,0.07268,0.03737,0.00206,0.00513,0.09235,0.01034,0.12699,0.04557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.85998,-8.83498,-0.91466,0,0,-12.45166,-9.05811,-2.22133,0,-6.12212,-0.78134,-1.43641,0.1784,0.72746,0,24.90331,
Ag2O4F2,0.06622,0.08841,0.13104,0.09941,0.12371,0.24692,0,0.42376,0.21552,0.14561,0,0.28929,0.05292,0.10809,0.11715,0.06222,0.30561,0.27438,0.69151,0.17649,0.71759,0,0.79794,0.81822,0.81822,-0.51572,0.04207,-0.57742,-0.98125,-1,0.03786,-0.18436,0,-0.45343,0.50829,0,0.13338,0.11531,0.13108,0.04175,0.07269,0.09665,0.38636,0.21075,0.00009,0.45063,0,0,0.55556,0.12915,0.12915,0.12915,0,0.11531,0.29929,0.1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.98108,3.54286,10.98108,0,0,2.84031,0,0,0,3.54286,10.98108,10.98108,0.17244,0.32263,0,21.96216,
Ba2P4H8O8,0.00734,0.07761,0.10588,0.05376,0.2213,0.24007,0,0.41613,0.21552,0.19007,0,0.23371,0.02659,0.01803,0.39936,0.02426,0,0.16598,0.80126,0.06674,0.71663,0,0.75938,0.77163,0.77163,-0.41166,0.06746,-0.56848,-1,-1,0.0777,-0.70574,0,-0.64082,0.79271,0.20459,0.14831,0.05396,0.00228,0.00154,0.11781,0.00869,0.18939,0.01223,0.00039,0.00295,0,0,0.02667,0.01314,0.01314,0.01314,0,0.16243,0.32722,0.07442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35911,1.94773,0,0,0,0,0,0,0,1.55259,4.68179,4.68179,0.23651,0.23773,0,26.25826,
As4Se6,0.04085,0.03163,0.1887,0.10851,0.27413,0.02691,0,0.38817,0.35691,0.00483,0,0.15527,0.07006,0.08031,0.09567,0.00493,0.57037,0.28792,0.76903,0.03711,0.76066,0,0.78802,0.70004,0.70004,-0.30784,0.02614,-0.53424,-0.70633,-0.70633,0.06657,-0.38034,0,-0.5529,0.9275,0.09272,0.16818,0.07253,0.02446,0.03776,0.00111,0.08269,0.38035,0.05041,0.00163,0.00007,0,0,0.02444,0.10218,0.10218,0.10218,0.02114,0.12008,0.01881,0.20395,0.00707,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.92604,1.13194,5.96126,0,0,12.30787,0,0,0,0.71599,5.20635,5.8628,0.1945,0.51993,0,21.71392,
V2Cl2O2,0.0267,0.04473,0.18194,0.06763,0.10528,0.21489,0,0.37993,0.28135,0.06076,0,0.29845,0.02444,0.11054,0.21354,0.01727,0.15146,0.28792,0.63964,0.22836,0.72045,0,0.78173,0.79825,0.79825,-0.74716,0.09428,-0.52369,-0.79126,-1,0.09538,-0.38983,0,-0.39222,0.5178,0,0.10805,0.10328,0.08151,0.03658,0.08621,0.05541,0.28425,0.01629,0.00009,0.04962,0,0,0.17778,0.11717,0.11717,0.11717,0,0.05849,0.30484,0.10904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93971,0.83434,0.93971,0,0,12.65251,0.83434,0.93971,0,0.83434,0.93971,0.93971,0.13189,0.14854,0,25.30502,
V1Se2,0.0267,0,0.18194,0.10822,0.26938,0.05047,0.00258,0.38282,0.35691,0.0389,0.18636,0.15527,0.02444,0.08031,0.09567,0.02057,0.15146,0.28792,0.63964,0.16649,0.72045,0.02471,0.78173,0.79825,0.70004,-0.74716,0.074,-0.52741,-0.70633,-0.78089,0.08515,-0.38983,0.28501,-0.39222,0.5178,0.04185,0.10805,0.01842,0.02446,0.00345,0.0879,0.05541,0.28425,0.01733,0.00163,0.00007,0.07274,0.02769,0.17778,0.11717,0.10218,0.10218,0.35947,0.05849,0.08282,0.05917,0.00221,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75928,1.03721,1.63263,0,0,11.58008,1.66768,2.88851,0,0.91884,1.59148,2.69334,0.14401,0.14401,1,23.16016,
Na4As4O8,0.02781,0.08506,0.1887,0.06909,0.09845,0.11232,0,0.38817,0.29473,0.0828,0,0.16681,0.02322,0.00262,0.07221,0.0277,0,0.21007,0.76321,0.10479,0.76066,0,0.77625,0.85438,0.85438,-0.42789,0.05534,-0.53424,-0.97368,-1,0.06466,-0.38034,0,-0.5529,0.96304,0.16482,0.16818,0.17737,0.00721,0.06342,0.13014,0.07985,0.38873,0.18977,0.06183,0.00505,0,0,0.035,0.01444,0.01444,0.01444,0.33468,0.1136,0.33066,0.22797,0.06714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.35663,-9.99995,-3.35663,0,0,0,0,0,0,-10.00117,-3.35663,-3.35663,0.2026,0.26728,0,25.1172,
Sr2Bi4O8,0.00264,0.0796,0.12707,0.08126,0.08865,0.27916,0.46015,0.90271,0.21552,0.23056,0.43024,0.22866,0.11886,0.01651,0.34285,0.08775,0.28257,0.18608,0.80122,0.06678,0.732,0.39311,0.74142,0.78151,0.70069,-0.26475,0.07527,-0.94963,-1,-1,0.13483,-0.27591,0.55991,-0.61775,0.62694,0.04479,0.22546,0.09272,0.03651,0.03038,0.11387,0.00378,0.50161,0.04173,0.00009,0.00323,0,0.02054,0.03444,0.13159,0.13159,0.00433,0,0.13402,0.38533,0.15324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.18692,-1.65129,-2.18692,-2.18692,-13.21683,-13.21683,0,0,0,-1.65129,-2.18692,-2.18692,0.16444,0.23512,0,26.59788,
Pu2I2O2,0.00508,0.07731,0.11427,0.15745,0.04869,0.3403,0,0.39914,0.244,0.2842,0,0.3109,0.10086,0.01193,0.05674,0.10663,0.7,0.2995,0.68366,0.20474,0.81227,0,0.72496,0.93617,0.93617,-0.10203,0.07435,-0.54796,-0.6962,-1,0.16972,-0.28338,0,-0.4361,0,0.15358,0.15961,0.24554,0.01162,0.07482,0.15938,0.00664,0.51115,0.00603,0.0022,0.00817,0,0,0.00611,0.00401,0.00401,0.00401,0,0.10119,0.35604,0.19741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9958,0.9986,2.9958,2.9958,3.05737,3.05737,0,0,0,0.9986,2.9958,2.9958,0.15295,0.15295,0,26.1156,
Er1Ag1P2Se6,0.01584,0.07509,0.13104,0.10043,0.26782,0.13205,0.0271,0.42376,0.35691,0.03733,0.0853,0.15527,0.05292,0.04567,0.09567,0.0414,0.11116,0.22481,0.69151,0.13186,0.70701,0.6102,0.78802,0.81822,0.70004,-0.51572,0.0349,-0.57742,-0.70633,-0.814,0.08256,-0.70574,0.15317,-0.45343,0.50829,0.06743,0.13338,0.07281,0.02446,0.03083,0.04555,0.02486,0.37921,0.09069,0.00163,0.00007,0.0771,0.02906,0.55556,0.12915,0.10218,0.04785,0.28363,0.11239,0.05555,0.1008,0.0062,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.04688,0.69174,3.54144,3.81386,11.80395,11.80395,0,0,11.80395,0.24664,3.67146,3.07043,0.27981,0.27981,0,23.6079,
Ta2C1S2,0.0164,0.08907,0.14572,0.16059,0.22926,0.17457,0.01528,0.39608,0.32392,0.05265,0,0.24679,0.00598,0.14739,0.37129,0.03619,0.08815,0.25,0.64908,0.1578,0.70546,0,0.80688,0.82516,0.81709,-0.61452,0.08958,-0.54418,-0.76592,-0.83138,0.08823,-0.38533,0,-0.42931,0.43793,0.0897,0.0687,0.05173,0.07274,0.38016,0.13844,0.02687,0.29012,0.07572,0.11803,0.13386,0.07195,0.17265,0.22222,0.33262,0.09593,0.09593,0,0.01747,0.0723,0.35327,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73718,0.84545,1.42528,1.42528,12.81423,12.81423,0.82289,1.42528,0,1.11946,1.93896,1.42528,0.12843,0.12843,1,25.62846,
Sb2As2O8,0.04085,0.0489,0.14572,0.08077,0.10097,0.1793,0,0.41401,0.21552,0.12789,0,0.21941,0.06221,0.25325,0.35651,0.0403,0,0.25,0.76903,0.09897,0.74105,0,0.8001,0.65198,0.65198,-0.42033,0.02462,-0.56595,-1,-1,0.01471,-0.38034,0,-0.5529,0.68007,0.00858,0.16818,0.07635,0.03877,0.06756,0.10281,0.08269,0.38873,0.03454,0.00009,0.00505,0,0,0.04667,0.17817,0.17817,0.17817,0.32469,0.12008,0.32372,0.2403,0.03692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5373,1.21222,3.5373,0,0,0,0,0,0,1.21222,3.5373,3.5373,0.20542,0.30257,0,23.38172,
Re12Se12Cl12,0.00076,0.0683,0.15138,0.0826,0.16954,0.15115,0.43488,0.38282,0.28135,0.03266,0.12161,0.15527,0.07006,0.08031,0.20188,0.02771,0.08485,0.28792,0.67336,0.18714,0.68893,0.0214,0.78802,0.81183,0.70004,-0.65627,0.09006,-0.52741,-0.70633,-0.79126,0.29791,-0.20771,0.08193,-0.40983,0.39289,0.07481,0.11507,0.12791,0.01644,0.03434,0.05881,0.00087,0.25978,0.02761,0.00163,0.00007,0.14783,0.03927,0.29365,0.10218,0.05336,0.00453,0.33202,0.06514,0.0271,0.05097,0.02793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.53451,4.80683,6.20163,6.85444,14.28171,14.28171,4.56692,6.85444,0,5.34922,6.01577,6.83373,0.38373,0.41138,0,28.56342,
U2H4O8,0.00508,0.01145,0.10588,0.10032,0.11875,0.36366,0,0.26269,0.21552,0.10688,0,0.26811,0.02659,0.04008,0.19372,0.05422,0.15333,0.22873,0.6906,0.1774,0.6515,0,0.7841,0.85075,0.85075,-0.37941,0.00959,-0.34205,-1,-1,0.0978,-0.1536,0,-0.42895,0.53351,0.21975,0.14831,0.02188,0.02518,0.00249,0.14524,0.00622,0.18939,0.00956,0.00009,0.07248,0,0,0.18518,0.01346,0.01346,0.01346,0,0.0864,0.28793,0.05309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87041,11.7072,4.20589,4.20589,4.74248,4.74248,11.7072,4.20589,0,11.7072,4.20589,4.20589,0.2395,0.27006,0,23.4144,
Na2As8Br2O12,0.02781,0.06363,0.1887,0.08231,0.1087,0.12348,0,0.38817,0.29473,0.11599,0,0.16681,0.02322,0.00262,0.07221,0.03811,0,0.21007,0.76321,0.10479,0.76066,0,0.77625,0.85438,0.85438,-0.42789,0.05163,-0.53424,-0.97368,-1,0.0664,-0.38034,0,-0.5529,0.96304,0.13186,0.16818,0.13511,0.00779,0.07116,0.13039,0.07985,0.38873,0.09422,0.00027,0.00505,0,0,0.035,0.01444,0.01444,0.01444,0.26774,0.1136,0.33343,0.2513,0.05372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.63663,-3.99793,-2.63663,0,0,0,0,0,0,-3.99793,-2.63663,-2.63663,0.18486,0.2803,0,28.52613,
Er2Cl2O2,0.01584,0.14770999999999998,0.13733,0.07074,0.037939999999999995,0.2997,0.0,0.37993000000000005,0.26237,0.10354000000000001,0.0,0.22659,0.12709,0.04567,0.32621,0.047,0.11116,0.22480999999999998,0.75041,0.11759000000000001,0.70701,0.0,0.81701,0.77984,0.77984,-0.36368,0.04623,-0.52369,-0.7912600000000001,-1.0,0.11535999999999999,-0.22454000000000002,0.0,-0.52786,0.6422100000000001,0.0,0.22546,0.10672000000000001,0.0264,0.03108,0.07833999999999999,0.02486,0.37921,0.01765,9e-05,0.01324,0.0,0.0,0.08222,0.04785,0.04785,0.04785,0.0,0.11239,0.34656,0.15567,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.09659,0.93024,0.0,3.09659,12.93877,12.93877,0.0,0.0,12.93877,0.93024,3.09659,3.09659,0.14379,0.15955,0,25.87754,
Sc5Cl8,0.00954,0.06888,0.16574,0.13201,0.09206,0.26550999999999997,0.0,0.37993000000000005,0.28135,0.01927,0.0,0.0,1.0,0.05462,0.31704,0.01121,0.16275,0.22873000000000002,0.72883,0.13167,0.72027,0.0,0.7579199999999999,0.78046,0.78046,-0.67291,0.04628,-0.52369,-0.7912600000000001,-0.7912600000000001,0.20147,-0.20770999999999998,0.0,-0.5043300000000001,0.8088,0.0,0.19480999999999998,0.07862999999999999,0.01693,0.02818,0.09548,0.01813,0.34954,0.01763,2.9999999999999997e-05,0.015030000000000002,0.0,0.0,0.10482000000000001,0.03449,0.03449,0.03449,0.0,0.0656,0.026000000000000002,0.048,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.18274,-6.7634300000000005,-0.70791,0.0,0.0,-15.1863,-7.50466,-0.70791,0.0,-7.50466,-0.70791,-0.70791,0.14053,0.5274,0,25.18755,
Au4Se4O14,0.07417,0.07819,0.11740999999999999,0.14782,0.14892,0.22983,0.01339,0.38282,0.21552,0.14893,0.0471,0.15527,0.07006,0.08031,0.12534,0.08565,0.32853000000000004,0.27438,0.7218600000000001,0.14614000000000002,0.70467,0.5471600000000001,0.77042,0.81847,0.70004,-0.51093,0.034210000000000004,-0.52741,-1.0,-1.0,0.05823,-0.12124000000000001,0.03538,-0.46691000000000005,0.3745,0.07207000000000001,0.1326,0.1718,0.12124000000000001,0.0735,0.16725,0.15168,0.38035,0.11372,9e-05,7e-05,0.16733,0.042789999999999995,1.0,0.30421,0.2032,0.10217999999999999,0.11549000000000001,0.19664,0.32472,0.08462,0.006490000000000001,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.99915,3.50907,5.712619999999999,5.712619999999999,12.74191,12.289439999999999,0.0,0.0,0.0,3.5518699999999996,5.712619999999999,5.712619999999999,0.31415,0.50526,0,22.6128,
Ti2Cl6-T1,0.0040100000000000005,0.07388,0.17870999999999998,0.0020399999999999997,0.06507,0.15223,0.0,0.37993000000000005,0.28135,0.00346,0.0,0.28145,0.0209,0.08638,0.26673,0.00644,0.15971,0.26176,0.68062,0.17987999999999998,0.7156899999999999,0.0,0.75574,0.79225,0.79225,-0.72938,0.07658,-0.52369,-0.7912600000000001,-0.7912600000000001,0.19777,-0.20770999999999998,0.0,-0.43882,0.5927100000000001,0.0,0.13818,0.10387,0.011090000000000001,0.02957,0.07782,0.00777,0.29120999999999997,0.01114,2.9999999999999997e-05,0.032080000000000004,0.0,0.0,0.15278,0.01719,0.01719,0.01719,0.0,0.05624,0.05849,0.03575,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.71054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.7,3.33468,1.15352,2.59433,0.0,0.0,11.4064,1.49784,2.59433,0.0,1.49784,2.59433,2.59433,0.26263000000000003,0.26263000000000003,0,22.8128,
Mn2P2Se6,-0.05076,0.047939999999999997,0.19289,0.12362999999999999,0.26327,0.10772999999999999,0.04405,0.41613,0.35691,0.11498,0.09456,0.15527,0.02361,0.059910000000000005,0.09567,0.03221,0.1697,0.28792,0.63537,0.18799000000000002,0.7694300000000001,0.059770000000000004,0.7880199999999999,0.8215899999999999,0.70004,-0.64345,0.07187,-0.56848,-0.70633,-0.8140000000000001,0.0647,-0.7057399999999999,0.11338,-0.36809000000000003,0.58107,0.00745,0.09545,0.23536999999999997,0.02446,0.06435,0.06445,-0.08332,0.38035,0.0033200000000000005,0.0016300000000000002,7e-05,0.14800000000000002,0.03589,0.09523999999999999,0.10217999999999999,0.10217999999999999,-0.08623,0.33065,0.06287999999999999,0.06373999999999999,0.08712,0.028560000000000002,3.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22865,1.4423700000000002,2.76342,0.0,0.0,11.70909,0.0,0.0,0.0,1.59546,2.76342,2.76342,0.27252,0.27252,0,23.41819,
Nb2Br4O2,0.045380000000000004,0.06069,0.14257,0.11231,0.08776,0.25703000000000004,0.0,0.37705,0.45105,0.14364000000000002,0.0,0.27052,0.03202,0.1272,0.31984,0.04803,0.1393,0.26176,0.68181,0.18619000000000002,0.7026,0.0,0.7849,0.82305,0.82305,-0.68361,0.08699,-0.51993,-0.6965100000000001,-1.0,0.07656,-0.40596,0.0,-0.4372,0.46665,0.0,0.14065,0.16906,0.11365,0.06184,0.13467,0.07443999999999999,0.32576,0.02815,0.00045,0.07159,0.0,0.0,0.18889,0.22915,0.22915,0.22915,0.0,0.08472,0.31526,0.12741,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6220899999999999,1.9405599999999998,1.17054,0.0,0.0,14.33417,1.9081599999999999,-0.29848,0.0,1.9081599999999999,-0.29848,-0.29848,0.16042,0.28836999999999996,0,24.45308,
Er2H2Cl2,0.01584,0.15592,0.13733,0.0115,0.00893,0.32731,0.0,0.37993000000000005,0.27186,0.06071,0.0,0.22659,0.02659,0.04567,0.32621,0.05463,0.11116,0.22480999999999998,0.75041,0.11009000000000001,0.70701,0.0,0.81701,0.77984,0.77984,-0.36368,0.04406,-0.52369,-0.7642100000000001,-0.7912600000000001,0.14077,-0.22454000000000002,0.0,-0.52786,0.6422100000000001,0.29139,0.14831,0.11790999999999999,0.0264,0.03081,0.17729,0.02486,0.18939,0.017759999999999998,0.00039,0.01324,0.0,0.0,0.08222,0.04785,0.04785,0.04785,0.0,0.11239,0.0039700000000000004,0.15179,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1817,1.0832,0.0,1.59805,13.02598,13.02598,0.0,0.0,13.02598,0.92263,1.59805,1.59805,0.14165999999999998,0.14165999999999998,1,26.05196,
B1N1,-0.07107000000000001,0.12440999999999999,0.0,0.1288,0.0,0.0,0.0,0.36899,0.0,0.0,0.0,0.31161,0.00542,0.40238,0.15774000000000002,0.0057799999999999995,0.0,0.37346,0.57099,0.26789,0.0,0.0,0.84849,0.7720600000000001,0.7720600000000001,-1.0,0.15225,-0.5092899999999999,0.0,0.0,0.17805,-1.0,0.0,-0.38301999999999997,0.6913100000000001,0.0,0.057010000000000005,0.0426,0.0,0.04906,0.0967,-0.65271,0.30413,0.011340000000000001,0.011340000000000001,0.0,0.0,0.0,0.34259,0.08723,0.08723,0.08723,0.0,0.0194,0.0,0.26979000000000003,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6189600000000001,1.13824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5491900000000003,1.48165,0.0,0.125,0.125,0,20.00001,
